subset,k,aic
"('CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.066314006819
"('CloseLag1', 'HMLLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.06682366873
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.066946922619
"('CloseLag3', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.066978067368
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",7,5490.066993295883
"('CloseLag2', 'CloseLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.06706416357
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.067193689268
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.067241416779
"('CloseLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.067249298647
"('HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.067386473676
"('HMLLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.067582138998
"('HMLLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.067660019613
"('CloseLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.067870589222
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.068040482038
"('HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.0684926890335
"('CloseLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.068519402612
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.068623034287
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.068628770657
"('CloseLag1', 'CloseLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.068953690312
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2', 'OMCLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.068973915071
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.069000206429
"('CloseLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.069257574689
"('HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.069329038382
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.069657566923
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.069816043996
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",7,5490.069941573353
"('HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.070113313899
"('CloseLag1', 'CloseLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.070171444393
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.070225978276
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.070234290444
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.070465769648
"('OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.070685151082
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",7,5490.070730634833
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.070929909074
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.070933408813
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'CloseEMA2', 'CloseEMA8')",7,5490.071257526613
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4')",7,5490.071259880235
"('HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.071349944512
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.071515312965
"('HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.0715876630575
"('CloseLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.071719482504
"('HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.071847124675
"('CloseLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.071920524593
"('HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.071937661836
"('CloseLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.072131951132
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.07227087584
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",7,5490.072284127141
"('CloseLag2', 'HMLLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.072298514362
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.072303815255
"('CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.072422236784
"('CloseLag1', 'CloseLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.07255727355
"('CloseLag1', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.07272357479
"('HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.072877404256
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.072966518107
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.072998292753
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.0730607799815
"('HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.073462232463
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.0735874994325
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'CloseEMA4', 'CloseEMA8')",7,5490.073608015649
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.073704917763
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA4')",7,5490.073825221965
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.073864309885
"('CloseLag1', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.074146728842
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.074160239341
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.074161645552
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4')",7,5490.07429544857
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.074301040724
"('CloseLag1', 'CloseLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.074313761661
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.074403969171
"('HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.074429503529
"('CloseLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.074478735392
"('CloseLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.074518320404
"('CloseLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.0747161409545
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag2', 'CloseEMA4', 'CloseEMA8')",7,5490.074846721508
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.074960055719
"('CloseLag1', 'CloseLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.075078304531
"('CloseLag2', 'CloseLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.075203995846
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.075256895424
"('HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.075361548288
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",7,5490.075404840196
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.07554452865
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.075553017252
"('HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",7,5490.075631544092
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4')",7,5490.0756825321505
"('CloseLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.075813048879
"('CloseLag1', 'CloseLag2', 'OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.075874504615
"('CloseLag1', 'CloseLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.075972523522
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.076095330307
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.076874520695
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.0769580927645
"('CloseLag1', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.077258660951
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.077266131773
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",7,5490.077338915882
"('CloseLag2', 'CloseLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.077428491004
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.077561670732
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.077660024352
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3')",7,5490.07773821643
"('CloseLag1', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.077799458761
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",7,5490.077837640345
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.077864800791
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.0780596893965
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.078213670093
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.078246867926
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2')",7,5490.078658582606
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.078700931168
"('HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.078736777383
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",7,5490.078756348678
"('HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",7,5490.079070011942
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.079115612789
"('HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.079170782425
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4')",7,5490.079266121042
"('CloseLag2', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.07939439499
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.079400229763
"('CloseLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA8')",7,5490.0795082809345
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA2')",7,5490.0796527088505
"('HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.079780403551
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'CloseEMA4')",7,5490.079875628909
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.080051719895
"('CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.080166627057
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.080231916243
"('CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.080441727888
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.0804640843635
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3')",7,5490.080617435446
"('CloseLag2', 'CloseLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2')",7,5490.080741900793
"('CloseLag2', 'CloseLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",7,5490.080782298528
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.080808753862
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.080844346454
"('CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.0811018971035
"('CloseLag1', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.08145326229
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.081475593184
"('CloseLag1', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.081587469412
"('HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.081696001447
"('CloseLag1', 'HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.0818709855375
"('CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.08213217254
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.082791402061
"('CloseLag1', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.0828563889045
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2', 'VolumeLag2', 'CloseEMA2')",7,5490.082973190948
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'OMCLag1', 'OMCLag2', 'CloseEMA4', 'CloseEMA8')",7,5490.083238555256
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4')",7,5490.083272878255
"('CloseLag2', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.083279042914
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.083569597921
"('HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.083640243519
"('CloseLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.083682971935
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.083891391287
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.083993535721
"('CloseLag3', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",7,5490.084022858671
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.084485158175
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.084504100612
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.084894051528
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'CloseEMA8')",7,5490.0850636230825
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.085342511209
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4')",7,5490.085669679687
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.085790945531
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag2', 'CloseEMA2', 'CloseEMA8')",7,5490.086046479631
"('CloseLag1', 'CloseLag3', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",7,5490.086117501023
"('HMLLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.0861911875145
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2')",7,5490.08643137127
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",7,5490.086451378105
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2')",7,5490.08673310051
"('CloseLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.086829794757
"('CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.087130621646
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.087139495199
"('OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",7,5490.0874931961225
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.087613219512
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.0876575106595
"('HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.087852437763
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.087924937381
"('CloseLag3', 'HMLLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.087946996793
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'CloseEMA8')",7,5490.087986303926
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4')",7,5490.088170358133
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",7,5490.08823079073
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4')",7,5490.088314685948
"('CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",7,5490.088371520034
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",7,5490.0883727698
"('CloseLag2', 'HMLLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA8')",7,5490.088406377583
"('OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",7,5490.088475308399
"('CloseLag1', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.088621834788
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",7,5490.088633661015
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.088643289295
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3')",7,5490.088657151806
