subset,k,aic
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.877765074947
"('CloseLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.87804769571
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.878111641368
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.878207930931
"('CloseLag1', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.878307835282
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.878343299551
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.878874557808
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.878932116266
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.879036635295
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879138562108
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879210263366
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.879300573896
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879362378277
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879362951668
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879588910882
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879617685667
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.879633044933
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.879640420555
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.879676449467
"('CloseLag1', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.879720932817
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.87982906066
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.880052358014
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.880255617978
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.8803416143055
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.880374523076
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",10,5495.880478446775
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.880671912146
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.880767663235
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",10,5495.880833858607
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.880930030255
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.881174280725
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",10,5495.881190640546
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.881450258218
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.881476430333
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.881920949777
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",10,5495.881932411064
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.882320197761
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.882586902922
"('CloseLag1', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.883071192312
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.883263865248
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA8')",10,5495.883450325042
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.883485788256
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA8')",10,5495.883540322229
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.88388525196
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.883944796631
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.883974678912
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.884185025633
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.884242909682
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2')",10,5495.88443889572
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.884450547219
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.884461001226
"('HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.884563622836
"('CloseLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.884580506468
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.884762923433
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA8')",10,5495.884901750512
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.884917442518
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.884993389155
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",10,5495.885283029309
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.885522085044
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'CloseEMA4')",10,5495.885575979815
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",10,5495.885686363595
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",10,5495.8858447050625
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.885962942111
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.886039620265
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.886118615359
"('CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.886346102821
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.886358920949
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.886369876322
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA8')",10,5495.886407962311
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.886571469628
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.886752965753
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.886850488434
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.886862715241
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.886893794259
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.886987213904
"('HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.887570320343
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.887802080387
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",10,5495.887980398207
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.88811816109
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.888647727566
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4')",10,5495.88876610843
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.8888118502655
"('CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.888956261845
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",10,5495.889664757668
"('CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.889940038848
"('CloseLag1', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.890241420711
"('CloseLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.890292925821
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.8903011940965
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.890552567007
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.890585383808
"('CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.890986979135
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.890997719633
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.891466717567
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.8916596448435
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.891733678507
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.891956743913
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.892216845165
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'CloseEMA4')",10,5495.892633776647
"('CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.893045226048
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.893081567276
"('CloseLag1', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.893110698646
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.8933587985575
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",10,5495.893521818423
"('HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.893714296365
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2')",10,5495.893969125421
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.894031908851
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag2', 'OMCLag3', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.894520990751
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.894620516679
"('CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.894649799182
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.895302242003
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag2', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.895465205564
"('HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.8959216230405
"('CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.896035858259
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.896041926401
"('CloseLag2', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.896233363992
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.896411514266
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.896429118433
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA8')",10,5495.896619087756
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.897342372104
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA8')",10,5495.897592039753
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4')",10,5495.897710671054
"('CloseLag1', 'CloseLag2', 'HMLLag3', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.897799500457
"('CloseLag1', 'CloseLag2', 'HMLLag1', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.897909067039
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4')",10,5495.898105212732
"('CloseLag1', 'CloseLag2', 'HMLLag2', 'OMCLag1', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA4', 'CloseEMA8')",10,5495.89815828956
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.898946911874
"('CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'OMCLag1', 'OMCLag2', 'OMCLag3', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",10,5495.8993589988095
"('CloseLag2', 'CloseLag3', 'HMLLag2', 'HMLLag3', 'OMCLag3', 'VolumeLag1', 'VolumeLag3', 'CloseEMA2', 'CloseEMA4', 'CloseEMA8')",10,5495.899424272546
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA4', 'CloseEMA8')",10,5495.899581946343
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'VolumeLag1', 'VolumeLag2', 'VolumeLag3', 'CloseEMA2', 'CloseEMA8')",10,5495.899666052424
"('CloseLag1', 'CloseLag2', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag2', 'VolumeLag1', 'VolumeLag2', 'CloseEMA2')",10,5495.899670671218
"('CloseLag1', 'CloseLag3', 'HMLLag1', 'HMLLag2', 'HMLLag3', 'OMCLag1', 'OMCLag2', 'VolumeLag1', 'VolumeLag3', 'CloseEMA4')",10,5495.8997715477
