Price,CloseLag1,CloseLag2,CloseLag3,HMLLag1,HMLLag2,HMLLag3,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
Ticker,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,
2010-01-07,6.333343029022217,6.435713291168213,6.424604415893555,0.13449036867828656,0.0702474835917366,0.06364249380111797,0.10236851579233885,0.006604577318798377,-0.01741166347500034,552160000.0,601904800.0,493729600.0,6.336501510054977,6.363114074707031,6.387442391268674,-0.0018501543461540023,1
2010-01-08,6.321636199951172,6.333343029022217,6.435713291168213,0.08855977398132708,0.13449036867828656,0.0702474835917366,0.03512394202122504,0.10236851579233885,0.006604577318798377,477131200.0,552160000.0,601904800.0,6.354610572626561,6.36333448638916,6.382158549633936,0.006626418520624223,0
2010-01-11,6.3636651039123535,6.321636199951172,6.333343029022217,0.08825877230744972,0.08855977398132708,0.13449036867828656,-0.05043375595219857,0.03512394202122504,0.10236851579233885,447610800.0,477131200.0,552160000.0,6.323220931944043,6.341011136474609,6.365573563404791,-0.008860944274810897,0
2010-01-12,6.307526111602783,6.3636651039123535,6.321636199951172,0.1365914273346931,0.08825877230744972,0.08855977398132708,0.08075354348099317,-0.05043375595219857,0.03512394202122504,462229600.0,447610800.0,477131200.0,6.264926500935286,6.298918396057129,6.336730390521706,-0.01143998433864897,1
2010-01-13,6.235779285430908,6.307526111602783,6.3636651039123535,0.10056770495831113,0.1365914273346931,0.08825877230744972,0.04412938629751739,0.08075354348099317,-0.05043375595219857,594459600.0,462229600.0,447610800.0,6.304133914516678,6.308846086157226,6.333843108474076,0.014006872173268814,0
2010-01-14,6.323737621307373,6.235779285430908,6.307526111602783,0.20503689219839583,0.10056770495831113,0.1365914273346931,-0.08345503409041655,0.04412938629751739,0.08075354348099317,605892000.0,594459600.0,462229600.0,6.2927880362028255,6.300153690512695,6.323459105934481,-0.005808112747311301,0
2010-01-15,6.287115097045898,6.323737621307373,6.235779285430908,0.04322916993456705,0.20503689219839583,0.10056770495831113,0.020414153235924104,-0.08345503409041655,0.04412938629751739,432894000.0,605892000.0,594459600.0,6.218957108767642,6.2529088723276365,6.292033003515718,-0.016853736193997108,1
2010-01-19,6.182041645050049,6.287115097045898,6.323737621307373,0.17201557078414886,0.04322916993456705,0.20503689219839583,0.15010038753711097,0.020414153235924104,-0.08345503409041655,594067600.0,432894000.0,605892000.0,6.376668983867372,6.333955291963477,6.328364540827167,0.04328776093053407,0
2010-01-20,6.455524921417236,6.182041645050049,6.287115097045898,0.23865934741534556,0.17201557078414886,0.04322916993456705,-0.20143475791429566,0.15010038753711097,0.020414153235924104,730007600.0,594067600.0,432894000.0,6.362996119317281,6.34283704999498,6.334541239986072,-0.015511968933379534,0
2010-01-21,6.356159687042236,6.455524921417236,6.182041645050049,0.18162145384131723,0.23865934741534556,0.17201557078414886,0.09546335028635244,-0.20143475791429566,0.15010038753711097,612152800.0,730007600.0,594067600.0,6.285188363014615,6.304216023942301,6.314928627736563,-0.01743756763383217,0
2010-01-22,6.246284484863281,6.356159687042236,6.455524921417236,0.18312287538500627,0.18162145384131723,0.23865934741534556,0.12038140624372762,0.09546335028635244,-0.20143475791429566,608154400.0,612152800.0,730007600.0,6.05271456176008,6.157120678818505,6.230828412935729,-0.05087083340435668,1
2010-01-25,5.9364776611328125,6.246284484863281,6.356159687042236,0.3104074741620986,0.18312287538500627,0.18162145384131723,0.27108182718120144,0.12038140624372762,0.09546335028635244,881767600.0,608154400.0,612152800.0,6.081694992164655,6.1327464902378805,6.20090770058711,0.026547228561403582,1
2010-01-26,6.096185207366943,5.9364776611328125,6.246284484863281,0.13539021921336403,0.3104074741620986,0.18312287538500627,-0.016811249487746593,0.27108182718120144,0.12038140624372762,1065699600.0,881767600.0,608154400.0,6.148793668144241,6.152585096596342,6.196782212930871,0.014034127116450131,1
2010-01-27,6.182343006134033,6.096185207366943,5.9364776611328125,0.3341239394157771,0.13539021921336403,0.3104074741620986,0.00030020804567865156,-0.016811249487746593,0.27108182718120144,1867110000.0,1065699600.0,881767600.0,6.209987471697493,6.1877848073474535,6.206516026384927,0.009376500766504278,0
2010-01-28,6.240584373474121,6.182343006134033,6.096185207366943,0.33172239246662905,0.3341239394157771,0.13539021921336403,-0.03092103883786912,0.00030020804567865156,-0.016811249487746593,1722568400.0,1867110000.0,1065699600.0,6.058468762436762,6.105754647531031,6.156781222256364,-0.04220028400961215,0
2010-01-29,5.9827094078063965,6.240584373474121,6.182343006134033,0.20413667302724647,0.33172239246662905,0.3341239394157771,0.16931414097864828,-0.03092103883786912,0.00030020804567865156,1173502400.0,1722568400.0,1867110000.0,5.863265336685464,5.969718238042544,6.069866200379353,-0.03695328394310495,1
2010-02-01,5.7656636238098145,5.9827094078063965,6.240584373474121,0.35874058376482854,0.20413667302724647,0.33172239246662905,0.27078163401609245,0.16931414097864828,-0.03092103883786912,1245952400.0,1173502400.0,1722568400.0,5.851633171615695,5.920157778457851,6.020077508979677,0.013806118343140349,1
2010-02-02,5.8458170890808105,5.7656636238098145,5.9827094078063965,0.1410945674132842,0.35874058376482854,0.20413667302724647,-0.07084749173623273,0.27078163401609245,0.16931414097864828,749876400.0,1245952400.0,1173502400.0,5.870372169672679,5.9039913345551795,5.9888917666955646,0.005786449068933562,1
2010-02-03,5.879741668701172,5.8458170890808105,5.7656636238098145,0.08825918476930017,0.1410945674132842,0.35874058376482854,0.0015014414382577002,-0.07084749173623273,0.27078163401609245,698342400.0,749876400.0,1245952400.0,5.944061396340274,5.934757204602737,5.987117154024122,0.017059236069974427,0
2010-02-04,5.980906009674072,5.879741668701172,5.8458170890808105,0.17351659067919112,0.08825918476930017,0.1410945674132842,-0.12188162404423775,0.0015014414382577002,-0.07084749173623273,615328000.0,698342400.0,749876400.0,5.824930547945944,5.8670003722611535,5.937838925074045,-0.03670357684375552,1
2010-02-05,5.765365123748779,5.980906009674072,5.879741668701172,0.20413669930356626,0.17351659067919112,0.08825918476930017,0.14049338340117323,-0.12188162404423775,0.0015014414382577002,757652000.0,615328000.0,698342400.0,5.8534639276641105,5.867292470365969,5.922259301173856,0.01759946591548051,0
2010-02-08,5.867730617523193,5.765365123748779,5.980906009674072,0.15460390618835618,0.20413669930356626,0.17351659067919112,-0.08495645510837946,0.14049338340117323,-0.12188162404423775,850306800.0,757652000.0,615328000.0,5.836157096676611,5.851376954692727,5.901202496731413,-0.0068792285735682045,1
